date,Binance,Bitmex,Huobi
2020-06-12T17:10,51980,51980,51980
2020-06-12T17:20,51980,51980,51980
2020-06-12T17:30,52400,52400,52400
2020-06-12T17:40,51985,51985,51985
2020-06-12T17:50,51211,51211,51211
2020-06-12T18:00,51211,51211,51211
2020-06-12T18:10,51418,51418,51418
2020-06-12T18:20,51418,51418,51418
2020-06-12T18:30,51161,51161,51161
2020-06-12T18:40,51339,51339,51339
2020-06-12T18:50,51339,51339,51339
2020-06-12T19:00,51255,51255,51255
2020-06-12T19:10,50964,50964,50964
2020-06-12T17:10,51980,51980,51980
2020-06-12T17:20,51980,51980,51980
2020-06-12T17:30,52400,52400,52400
2020-06-12T17:40,51985,51985,51985
2020-06-12T17:50,51211,51211,51211
2020-06-12T18:00,51211,51211,51211
2020-06-12T18:10,51418,51418,51418
2020-06-12T18:20,51418,51418,51418
2020-06-12T18:30,51161,51161,51161
2020-06-12T18:40,51339,51339,51339
2020-06-12T18:50,51339,51339,51339
2020-06-12T19:00,51255,51255,51255
2020-06-12T19:10,50964,50964,50964
2020-06-12T17:10,40599,40599,40599
2020-06-12T17:20,40590,40590,40590
2020-06-12T17:30,40533,40533,40533
2020-06-12T17:40,40777,40777,40777
2020-06-12T17:50,40429,40429,40429
2020-06-12T18:00,40422,40422,40422
2020-06-12T18:10,40448,40448,40448
2020-06-12T18:20,40374,40374,40374
2020-06-12T18:30,40298,40298,40298
2020-06-12T18:40,40299,40299,40299
2020-06-12T18:50,40301,40301,40301
2020-06-12T19:00,40100,40100,40100
2020-06-12T19:10,40195,40195,40195
