date,value
2020-06-09T00:28:13,60601.36791334137
2020-06-09T00:29:19,60527.33080927635
2020-06-09T00:30:24,60434.42914085032
2020-06-09T00:31:29,60151.45195561376
2020-06-09T00:32:35,60002.991066155744
2020-06-09T00:33:40,59361.24955849268
2020-06-09T00:34:45,59461.962513782724
2020-06-09T00:35:50,59472.458628842964
2020-06-09T00:36:56,59513.98408571586
2020-06-09T00:38:01,59566.14632608071
2020-06-09T00:39:06,59508.96198542314
2020-06-09T00:40:12,59370.4912874183
2020-06-09T00:41:17,59293.530382831814
2020-06-09T00:42:22,59310.2661895953
2020-06-09T00:43:28,59312.87354514127
2020-06-09T00:44:33,59366.88923802201
2020-06-09T00:45:38,59394.21451872807
2020-06-09T00:46:43,59445.781237711606
2020-06-09T00:47:49,59483.933136674685
2020-06-09T00:48:54,59392.87397863119
2020-06-09T00:49:59,59373.561638456806
2020-06-09T00:51:05,59415.95284872265
2020-06-09T00:52:10,59406.4979963876
2020-06-09T00:53:15,59450.780052658956
2020-06-09T00:54:20,59425.23272712925
2020-06-09T00:55:26,59419.16097101281
2020-06-09T00:56:31,59310.51929714392
2020-06-09T00:57:36,59374.077852771115
2020-06-09T00:58:42,59452.8346363902
2020-06-09T00:59:47,59499.25326206626
2020-06-09T01:00:52,59452.32110596035
2020-06-09T01:01:57,59484.57699713305
2020-06-09T01:03:03,59512.16635873948
2020-06-09T01:04:08,59496.01100412775
2020-06-09T01:05:13,59493.86792452878
2020-06-09T01:06:19,59486.30271587435
2020-06-09T01:07:24,59445.80680657203
2020-06-09T01:08:29,59459.9630488631
2020-06-09T01:09:35,59434.275160138546
2020-06-09T01:10:40,59545.39018250563
2020-06-09T01:11:45,59558.263128886276
2020-06-09T01:12:53,59444.671889146965
2020-06-09T01:13:59,59474.19634415173
2020-06-09T01:15:06,59410.94057457873
2020-06-09T01:16:12,59396.521875983184
2020-06-09T01:17:17,59192.2744420016
2020-06-09T01:18:22,59245.68372202913
2020-06-09T01:19:28,59238.340542664024
2020-06-09T01:20:33,59250.00983206973
2020-06-09T01:21:38,59279.32323430925
2020-06-09T01:22:43,59279.36258115468
2020-06-09T01:23:49,59269.533401525834
2020-06-09T01:24:54,59341.7676688158
2020-06-09T01:25:59,59257.682936416124
2020-06-09T01:27:05,59283.54042151777
2020-06-09T01:28:10,59280.147839420904
2020-06-09T01:29:15,59279.05787983723
2020-06-09T01:30:21,59265.05503144705
2020-06-09T01:31:26,59288.30351877162
2020-06-09T01:32:31,59327.02521934076
2020-06-09T01:33:36,59382.31356799828
2020-06-09T01:34:42,59370.80200007946
2020-06-09T01:35:47,59281.86679248163
2020-06-09T01:36:54,59287.99433917854
2020-06-09T01:37:59,59312.05506391174
2020-06-09T01:39:05,59321.453858861314
2020-06-09T01:40:10,59327.18332021935
2020-06-09T01:41:15,59311.69597545011
2020-06-09T01:42:20,59248.013531587196
2020-06-09T01:43:26,59272.015424568715
2020-06-09T01:44:31,59319.262876043314
2020-06-09T01:45:36,59324.17322834549
2020-06-09T01:46:42,59342.25967786442
2020-06-09T01:47:47,59135.533154828256
2020-06-09T01:48:52,59170.08705242909
2020-06-09T01:49:57,59111.565857307265
2020-06-09T01:51:03,59086.78547543193
2020-06-09T01:52:08,59102.1484221316
2020-06-09T01:53:13,59092.540132199996
2020-06-09T01:54:19,59094.98327759382
2020-06-09T01:55:24,59099.791445322095
2020-06-09T01:56:29,59106.895465992755
2020-06-09T01:57:35,59106.191207149364
2020-06-09T01:58:40,59134.39653475158
2020-06-09T01:59:46,59129.876776505655
2020-06-09T02:00:51,59149.40764356438
2020-06-09T02:01:56,59141.39424970276
2020-06-09T02:03:01,59187.16746147553
2020-06-09T02:04:07,59172.37303494727
2020-06-09T02:05:12,59138.762009766906
2020-06-09T02:06:17,59138.16592511131
2020-06-09T02:07:22,58971.201510738305
2020-06-09T02:08:28,59027.526187290474
2020-06-09T02:09:33,59006.57402668755
2020-06-09T02:10:38,58946.35336718449
2020-06-09T02:11:44,58961.056859349505
2020-06-09T02:12:49,58958.62041812741
2020-06-09T02:13:55,58971.726717857804
2020-06-09T02:15:00,59006.027418844475
2020-06-09T02:16:05,59005.041950604864
2020-06-09T02:17:11,58975.43307086717
2020-06-09T02:18:16,58985.43307086479
2020-06-09T02:19:21,58981.53615999413
2020-06-09T02:20:27,58972.80062979892
2020-06-09T02:21:32,58981.69723687313
2020-06-09T02:22:37,58986.97055581598
2020-06-09T02:23:42,58917.796910010795
2020-06-09T02:24:48,58929.97209886994
2020-06-09T02:25:53,58887.23044895859
2020-06-09T02:26:58,58867.00435858113
